Data Consegna,Cluster,Zona Consegna,Veicolo,Numero Clienti,Distanza Stimata (km),Percorso Ottimo,Tempo Totale Stimato (min),Tempo Guida Stimato (min)
2026-10-28,1_0,Zona B1,V2026-10-28_C1_0_N1,3,19.06,"[11284, 586663, 405394]",59,29
2026-10-29,0_0,Zona A1,V2026-10-29_C0_0_N1,8,134.09,"[557846, 557442, 584670, 588362, 557468, 587369, 557276, 555339]",281,201
2026-10-29,0_0,Zona A1,V2026-10-29_C0_0_N2,10,115.49,"[588060, 557697, 557726, 581727, 558076, 583315, 558053, 557804, 557753, 586576]",273,173
2026-10-31,1_0,Zona B1,V2026-10-31_C1_0_N1,5,54.24,"[603830, 582443, 405831, 585821, 575690]",131,81
2026-11-01,2,Zona C,V2026-11-01_C2_N1,7,117.28,"[576261, 405607, 587436, 586515, 583996, 581525, 403786]",246,176
2026-11-02,1_0,Zona B1,V2026-11-02_C1_0_N1,7,26.38,"[15431, 576715, 581844, 585984, 587849, 583451, 405943]",110,40
2026-11-05,0_1,Zona A2,V2026-11-05_C0_1_N1,8,137.63,"[587857, 404567, 582188, 402106, 405466, 588755, 401040, 15428]",286,206
2026-11-05,0_1,Zona A2,V2026-11-05_C0_1_N2,4,110.7,"[588380, 587642, 584503, 582563]",206,166
2026-11-07,1_0,Zona B1,V2026-11-07_C1_0_N1,7,36.07,"[17338, 13571, 585473, 15262, 582775, 406515, 583740]",124,54
2026-11-08,1_0,Zona B1,V2026-11-08_C1_0_N1,3,38.47,"[576957, 588499, 582645]",88,58
2026-11-09,1_0,Zona B1,V2026-11-09_C1_0_N1,4,40.4,"[579909, 584353, 578037, 587790]",101,61
2026-11-10,2,Zona C,V2026-11-10_C2_N1,6,128.64,"[587999, 14240, 401309, 403160, 587260, 584160]",253,193
2026-11-12,1_0,Zona B1,V2026-11-12_C1_0_N1,6,19.7,"[580342, 587045, 585166, 402296, 584948, 403511]",90,30
2026-11-12,1_1,Zona B2,V2026-11-12_C1_1_N1,7,59.37,"[575953, 582653, 404153, 16185, 15614, 584446, 557503]",159,89
2026-11-14,1_0,Zona B1,V2026-11-14_C1_0_N1,5,74.73,"[10847, 580318, 400486, 401108, 586776]",162,112
2026-11-15,1_0,Zona B1,V2026-11-15_C1_0_N1,3,22.43,"[400474, 405082, 401065]",64,34
2026-11-16,1_0,Zona B1,V2026-11-16_C1_0_N1,5,17.04,"[404862, 406256, 575734, 403937, 585343]",76,26
2026-11-17,0_3,Zona A4,V2026-11-17_C0_3_N1,8,157.67,"[553783, 558163, 557047, 577781, 558172, 553968, 554343, 558274]",317,237
2026-11-17,0_3,Zona A4,V2026-11-17_C0_3_N2,6,109.86,"[580443, 585040, 558241, 577712, 588249, 558391]",225,165
2026-11-17,1_1,Zona B2,V2026-11-17_C1_1_N1,5,90.67,"[577705, 582303, 576575, 587095, 557165]",186,136
2026-11-17,0_0,Zona A1,V2026-11-17_C0_0_N1,8,120.89,"[557034, 553948, 587250, 557674, 558165, 557243, 553130, 557914]",261,181
2026-11-17,0_0,Zona A1,V2026-11-17_C0_0_N2,7,106.52,"[557744, 557459, 557444, 557812, 557417, 580254, 557714]",230,160
2026-11-18,1_0,Zona B1,V2026-11-18_C1_0_N1,5,19.09,"[405804, 404015, 400705, 587084, 585477]",79,29
2026-11-21,0_0,Zona A1,V2026-11-21_C0_0_N1,9,103.48,"[558125, 587016, 558426, 557446, 557030, 586854, 558187, 553497, 584840]",245,155
2026-11-21,1_1,Zona B2,V2026-11-21_C1_1_N1,4,59.93,"[17293, 17009, 582446, 402625]",130,90
2026-11-23,1_0,Zona B1,V2026-11-23_C1_0_N1,10,53.01,"[587705, 400672, 584558, 584565, 587296, 11770, 584818, 587180, 11824, 403767]",180,80
2026-11-26,0_1,Zona A2,V2026-11-26_C0_1_N1,8,129.3,"[14643, 584127, 403522, 16831, 404543, 17814, 16331, 402841]",274,194
2026-11-26,0_1,Zona A2,V2026-11-26_C0_1_N2,7,99.72,"[583539, 406484, 406043, 585394, 406140, 577372, 576568]",220,150
2026-11-30,1_0,Zona B1,V2026-11-30_C1_0_N1,9,52.01,"[11706, 14998, 585717, 17758, 585560, 405630, 588661, 588548, 558127]",168,78
2026-12-01,0_0,Zona A1,V2026-12-01_C0_0_N1,8,108.77,"[557985, 557277, 557441, 557597, 586591, 557026, 557397, 582954]",243,163
2026-12-01,0_0,Zona A1,V2026-12-01_C0_0_N2,3,93.07,"[558175, 557844, 581190]",170,140
2026-12-01,1_0,Zona B1,V2026-12-01_C1_0_N1,7,29.35,"[16182, 587676, 15743, 584134, 406239, 406237, 578565]",114,44
2026-12-03,1_0,Zona B1,V2026-12-03_C1_0_N1,7,26.74,"[578121, 12740, 400877, 404768, 583167, 576486, 585017]",110,40
2026-12-07,1_0,Zona B1,V2026-12-07_C1_0_N1,6,39.0,"[400637, 579802, 17353, 17792, 584393, 557973]",118,58
2026-12-08,1_0,Zona B1,V2026-12-08_C1_0_N1,4,39.97,"[584344, 403720, 584363, 585377]",100,60
2026-12-11,0_0,Zona A1,V2026-12-11_C0_0_N1,8,119.34,"[551241, 557877, 554228, 578385, 554269, 577316, 557061, 554071]",259,179
2026-12-11,0_0,Zona A1,V2026-12-11_C0_0_N2,4,103.35,"[577070, 585011, 557120, 580041]",195,155
2026-12-11,0_1,Zona A2,V2026-12-11_C0_1_N1,8,145.5,"[404869, 401486, 402353, 404196, 402851, 401240, 404081, 16201]",298,218
2026-12-11,0_1,Zona A2,V2026-12-11_C0_1_N2,3,119.36,"[587517, 575723, 585934]",209,179
2026-12-11,1_0,Zona B1,V2026-12-11_C1_0_N1,7,61.82,"[405871, 12692, 405782, 585046, 584886, 585779, 557578]",163,93
2026-12-12,1_0,Zona B1,V2026-12-12_C1_0_N1,5,23.05,"[17466, 405423, 587398, 578649, 578626]",85,35
2026-12-14,1_0,Zona B1,V2026-12-14_C1_0_N1,4,34.23,"[403209, 584504, 17264, 557679]",91,51
2026-12-15,1_0,Zona B1,V2026-12-15_C1_0_N1,4,12.38,"[587799, 585403, 404639, 403445]",59,19
2026-12-16,1_0,Zona B1,V2026-12-16_C1_0_N1,5,20.5,"[11617, 10515, 400323, 401045, 586314]",81,31
2026-12-18,1_0,Zona B1,V2026-12-18_C1_0_N1,4,18.0,"[588835, 587355, 400993, 584059]",67,27
2026-12-19,1_0,Zona B1,V2026-12-19_C1_0_N1,4,17.34,"[401061, 588072, 580188, 404808]",66,26
2026-12-19,2,Zona C,V2026-12-19_C2_N1,9,128.15,"[583838, 582678, 583444, 405290, 400318, 585041, 584770, 17010, 582168]",282,192
2026-12-20,1_0,Zona B1,V2026-12-20_C1_0_N1,3,38.37,"[15745, 587019, 577452]",88,58
2026-12-21,1_0,Zona B1,V2026-12-21_C1_0_N1,4,53.11,"[579970, 405499, 586714, 586938]",120,80
2026-12-23,0_1,Zona A2,V2026-12-23_C0_1_N1,8,134.45,"[405964, 402766, 577314, 406321, 576691, 16881, 404068, 577302]",282,202
2026-12-25,0_1,Zona A2,V2026-12-25_C0_1_N1,8,127.51,"[405941, 402919, 402376, 576851, 13341, 588494, 401489, 577965]",271,191
2026-12-25,1_0,Zona B1,V2026-12-25_C1_0_N1,6,28.34,"[586240, 405451, 586898, 404411, 587134, 15565]",103,43
2026-12-26,1_0,Zona B1,V2026-12-26_C1_0_N1,6,32.68,"[401715, 587775, 405546, 400986, 576527, 575358]",109,49
2026-12-29,1_3,Zona B4,V2026-12-29_C1_3_N1,8,85.85,"[583347, 585351, 405701, 575778, 404278, 582326, 585194, 587765]",209,129
2026-12-31,1_0,Zona B1,V2026-12-31_C1_0_N1,7,42.34,"[15778, 401698, 404166, 404810, 401615, 588041, 584243]",134,64
2027-01-01,1_1,Zona B2,V2027-01-01_C1_1_N1,8,105.19,"[400357, 401539, 588648, 403231, 12244, 403909, 401105, 557477]",238,158
2027-01-01,1_1,Zona B2,V2027-01-01_C1_1_N2,4,41.29,"[588308, 588649, 588075, 584815]",102,62
2027-01-03,1_0,Zona B1,V2027-01-03_C1_0_N1,6,41.56,"[405547, 401515, 581844, 401093, 16734, 575690]",122,62
2027-01-04,1_0,Zona B1,V2027-01-04_C1_0_N1,3,27.63,"[583213, 405012, 587452]",71,41
2027-01-05,1_0,Zona B1,V2027-01-05_C1_0_N1,4,13.81,"[582443, 588656, 584885, 400498]",61,21
2027-01-06,0_1,Zona A2,V2027-01-06_C0_1_N1,7,116.87,"[402984, 588913, 405656, 404593, 581139, 402832, 400768]",245,175
2027-01-06,0_3,Zona A4,V2027-01-06_C0_3_N1,9,96.57,"[557223, 557327, 557190, 580781, 586406, 557923, 584410, 557627, 557673]",235,145
2027-01-10,1_0,Zona B1,V2027-01-10_C1_0_N1,7,32.31,"[13570, 401829, 404870, 13394, 10604, 13520, 406287]",118,48
2027-01-13,0_1,Zona A2,V2027-01-13_C0_1_N1,7,163.65,"[12875, 405523, 582188, 405945, 578624, 577531, 583047]",315,245
2027-01-14,1_0,Zona B1,V2027-01-14_C1_0_N1,10,44.15,"[10847, 585083, 405831, 582157, 577823, 406477, 576957, 584622, 12079, 585381]",166,66
2027-01-16,0_1,Zona A2,V2027-01-16_C0_1_N1,7,135.16,"[405940, 401059, 401983, 586878, 588755, 16656, 400393]",273,203
2027-01-16,1_1,Zona B2,V2027-01-16_C1_1_N1,8,139.9,"[14187, 16377, 17786, 576575, 577895, 551552, 578110, 15626]",290,210
2027-01-16,1_1,Zona B2,V2027-01-16_C1_1_N2,3,74.74,"[588104, 587723, 581886]",142,112
2027-01-18,0_0,Zona A1,V2027-01-18_C0_0_N1,8,106.16,"[557744, 557802, 554160, 557117, 557420, 557697, 554572, 552331]",239,159
2027-01-18,0_0,Zona A1,V2027-01-18_C0_0_N2,3,87.8,"[576660, 558365, 586674]",162,132
2027-01-20,1_0,Zona B1,V2027-01-20_C1_0_N1,9,58.96,"[401076, 586733, 403937, 586496, 587035, 401437, 401692, 401108, 558205]",178,88
2027-01-21,0_1,Zona A2,V2027-01-21_C0_1_N1,8,147.65,"[10871, 401949, 402377, 403905, 405917, 406484, 584681, 403590]",301,221
2027-01-22,1_0,Zona B1,V2027-01-22_C1_0_N1,9,70.85,"[580342, 585166, 575734, 17195, 587180, 16362, 578750, 585547, 402587]",196,106
2027-01-28,1_0,Zona B1,V2027-01-28_C1_0_N1,7,31.5,"[15587, 17338, 15431, 584913, 577856, 405082, 401533]",117,47
2027-01-29,1_0,Zona B1,V2027-01-29_C1_0_N1,6,41.92,"[11284, 401074, 578388, 403252, 586251, 587325]",123,63
2027-02-01,1_0,Zona B1,V2027-02-01_C1_0_N1,8,62.83,"[403042, 582766, 406515, 404191, 588234, 583451, 405789, 587983]",174,94
2027-02-03,0_1,Zona A2,V2027-02-03_C0_1_N1,10,151.43,"[575799, 404980, 584716, 576568, 402354, 587480, 576841, 587642, 588380, 406428]",327,227
2027-02-06,1_0,Zona B1,V2027-02-06_C1_0_N1,10,56.73,"[14771, 405812, 400705, 584558, 404426, 401118, 406085, 401200, 11824, 403767]",185,85
2027-02-08,2,Zona C,V2027-02-08_C2_N1,8,131.3,"[14240, 587501, 401309, 405069, 14049, 405980, 576952, 403963]",277,197
2027-02-08,2,Zona C,V2027-02-08_C2_N2,4,91.81,"[583410, 582471, 584160, 581525]",178,138
2027-02-08,0_0,Zona A1,V2027-02-08_C0_0_N1,6,103.09,"[557817, 557277, 588060, 586937, 557597, 586576]",215,155
2027-02-10,1_0,Zona B1,V2027-02-10_C1_0_N1,8,95.53,"[585473, 15262, 17758, 400877, 16100, 585840, 557973, 585603]",223,143
2027-02-11,0_0,Zona A1,V2027-02-11_C0_0_N1,8,122.99,"[557846, 557812, 580254, 580265, 557469, 557061, 557819, 558425]",264,184
2027-02-11,0_0,Zona A1,V2027-02-11_C0_0_N2,4,90.5,"[558354, 587873, 585190, 558229]",176,136
2027-02-12,0_1,Zona A2,V2027-02-12_C0_1_N1,8,132.64,"[401427, 400751, 581257, 403281, 402638, 16201, 10500, 404601]",279,199
2027-02-12,0_1,Zona A2,V2027-02-12_C0_1_N2,4,117.31,"[405031, 584593, 586294, 405919]",216,176
2027-02-12,0_3,Zona A4,V2027-02-12_C0_3_N1,5,108.5,"[582638, 557879, 587862, 588899, 557534]",213,163
2027-02-15,1_0,Zona B1,V2027-02-15_C1_0_N1,9,35.81,"[403234, 14998, 400944, 405059, 401918, 16182, 585375, 580048, 586334]",144,54
2027-02-16,1_0,Zona B1,V2027-02-16_C1_0_N1,5,24.34,"[404862, 586529, 578037, 585340, 405630]",87,37
2027-02-17,0_3,Zona A4,V2027-02-17_C0_3_N1,7,112.35,"[584978, 584811, 557106, 576457, 580244, 586603, 557354]",239,169
2027-02-17,1_0,Zona B1,V2027-02-17_C1_0_N1,3,13.35,"[579909, 585717, 17353]",50,20
2027-02-18,1_0,Zona B1,V2027-02-18_C1_0_N1,5,60.06,"[404276, 405040, 584896, 584886, 586776]",140,90
2027-02-20,1_0,Zona B1,V2027-02-20_C1_0_N1,3,22.35,"[14233, 402498, 17792]",64,34
2027-02-22,1_0,Zona B1,V2027-02-22_C1_0_N1,3,29.11,"[584818, 585343, 578626]",74,44
2027-02-24,1_0,Zona B1,V2027-02-24_C1_0_N1,5,28.08,"[587551, 403662, 585984, 576486, 15046]",92,42
2027-02-25,1_0,Zona B1,V2027-02-25_C1_0_N1,7,76.96,"[578121, 13944, 12692, 584134, 588661, 577727, 583740]",185,115
2027-02-26,0_0,Zona A1,V2027-02-26_C0_0_N1,8,102.8,"[580512, 557877, 557216, 557446, 555932, 586580, 557276, 557368]",234,154
2027-02-26,0_0,Zona A1,V2027-02-26_C0_0_N2,8,117.16,"[576202, 578385, 584670, 588362, 587369, 579926, 557753, 558403]",256,176
2027-03-01,1_0,Zona B1,V2027-03-01_C1_0_N1,6,42.45,"[584353, 405423, 400356, 405723, 15743, 585377]",124,64
2027-03-03,1_0,Zona B1,V2027-03-03_C1_0_N1,4,33.6,"[402296, 587019, 406237, 588548]",90,50
2027-03-04,0_1,Zona A2,V2027-03-04_C0_1_N1,9,142.33,"[404869, 585934, 585206, 16331, 403522, 583539, 577302, 400741, 10953]",303,213
2027-03-04,1_0,Zona B1,V2027-03-04_C1_0_N1,8,58.65,"[11706, 587084, 17264, 404166, 404810, 580318, 403794, 404441]",168,88
2027-03-04,1_0,Zona B1,V2027-03-04_C1_0_N2,3,28.78,"[588072, 584393, 575358]",73,43
2027-03-06,0_0,Zona A1,V2027-03-06_C0_0_N1,8,105.23,"[557985, 557459, 553948, 586591, 557674, 557726, 557397, 554999]",238,158
2027-03-06,0_0,Zona A1,V2027-03-06_C0_0_N2,4,73.01,"[558386, 558175, 558072, 558371]",150,110
2027-03-09,0_3,Zona A4,V2027-03-09_C0_3_N1,8,126.85,"[550777, 557047, 585701, 557105, 586406, 557554, 585040, 557439]",270,190
2027-03-11,1_3,Zona B4,V2027-03-11_C1_3_N1,5,63.83,"[585351, 577185, 402898, 405359, 403493]",146,96
2027-03-13,0_1,Zona A2,V2027-03-13_C0_1_N1,6,130.37,"[585798, 402249, 401894, 405440, 577372, 12578]",256,196
2027-03-15,1_0,Zona B1,V2027-03-15_C1_0_N1,9,27.84,"[603830, 401061, 400323, 582443, 403511, 404650, 403706, 400474, 583176]",132,42
2027-03-17,1_0,Zona B1,V2027-03-17_C1_0_N1,8,63.18,"[405337, 14342, 404768, 16582, 406239, 400486, 404639, 402750]",175,95
2027-03-17,1_0,Zona B1,V2027-03-17_C1_0_N2,3,10.24,"[405547, 587355, 584059]",45,15
2027-03-17,0_1,Zona A2,V2027-03-17_C0_1_N1,6,122.08,"[405964, 577314, 403192, 585979, 585919, 575723]",243,183
2027-03-18,0_0,Zona A1,V2027-03-18_C0_0_N1,8,124.68,"[587654, 557026, 557442, 555339, 557247, 584840, 557571, 557914]",267,187
2027-03-18,0_0,Zona A1,V2027-03-18_C0_0_N2,4,95.88,"[580509, 581727, 558165, 558106]",184,144
2027-03-25,1_0,Zona B1,V2027-03-25_C1_0_N1,7,49.51,"[401715, 17466, 576957, 588656, 401515, 405499, 557690]",144,74
2027-03-26,1_0,Zona B1,V2027-03-26_C1_0_N1,8,60.26,"[13571, 12740, 587398, 15565, 582645, 401108, 587650, 557679]",170,90
2027-03-26,1_0,Zona B1,V2027-03-26_C1_0_N2,7,24.11,"[405451, 584344, 405831, 402118, 404870, 587296, 585477]",106,36
2027-03-27,0_1,Zona A2,V2027-03-27_C0_1_N1,9,162.53,"[402984, 402685, 402142, 404593, 588755, 585933, 17814, 402851, 582188]",334,244
2027-03-31,0_0,Zona A1,V2027-03-31_C0_0_N1,7,111.48,"[555146, 587016, 587017, 558365, 581190, 557804, 554071]",237,167
2027-04-01,0_1,Zona A2,V2027-04-01_C0_1_N1,9,134.74,"[588913, 402919, 404734, 405917, 405466, 401240, 578624, 582563, 577965]",292,202
2027-04-08,0_0,Zona A1,V2027-04-08_C0_0_N1,8,120.93,"[585200, 557772, 557697, 558187, 558076, 582954, 553130, 557714]",261,181
2027-04-12,1_0,Zona B1,V2027-04-12_C1_0_N1,8,31.33,"[10515, 582775, 401045, 579970, 405082, 15082, 12813, 13802]",127,47
2027-04-12,1_0,Zona B1,V2027-04-12_C1_0_N2,8,51.28,"[585083, 585166, 404411, 406271, 403445, 585017, 578649, 401615]",157,77
2027-04-12,1_0,Zona B1,V2027-04-12_C1_0_N3,3,23.79,"[586898, 587452, 587849]",66,36
2027-04-15,1_1,Zona B2,V2027-04-15_C1_1_N1,8,141.9,"[17293, 575953, 588649, 400384, 557503, 557487, 588648, 402413]",293,213
2027-04-15,1_1,Zona B2,V2027-04-15_C1_1_N2,4,58.33,"[587112, 588075, 584086, 584446]",127,87
2027-04-18,0_0,Zona A1,V2027-04-18_C0_0_N1,4,79.92,"[586234, 557441, 557444, 557970]",160,120
2027-04-19,0_0,Zona A1,V2027-04-19_C0_0_N1,5,108.01,"[557387, 557597, 557824, 557468, 557243]",212,162
2027-04-24,1_0,Zona B1,V2027-04-24_C1_0_N1,8,42.55,"[17338, 15431, 584558, 586733, 575510, 401065, 405394, 403767]",144,64
2027-04-24,1_0,Zona B1,V2027-04-24_C1_0_N2,3,42.79,"[586714, 585046, 558205]",94,64
2027-04-26,0_0,Zona A1,V2027-04-26_C0_0_N1,8,124.25,"[588445, 553497, 554233, 558301, 558273, 557181, 580041, 557068]",266,186
2027-04-26,1_0,Zona B1,V2027-04-26_C1_0_N1,5,57.66,"[588835, 400498, 585381, 11824, 586938]",136,86
2027-04-26,2,Zona C,V2027-04-26_C2_N1,10,131.8,"[583736, 576261, 405736, 405069, 576628, 405290, 585937, 584043, 583444, 584160]",298,198
2027-04-27,0_1,Zona A2,V2027-04-27_C0_1_N1,8,132.45,"[405941, 576851, 587642, 585394, 402832, 14643, 12562, 577531]",279,199
2027-04-27,1_0,Zona B1,V2027-04-27_C1_0_N1,5,37.86,"[400705, 406515, 17195, 17758, 406287]",107,57
2027-04-30,1_0,Zona B1,V2027-04-30_C1_0_N1,3,26.58,"[585403, 585560, 584886]",70,40
2027-05-01,1_0,Zona B1,V2027-05-01_C1_0_N1,3,19.17,"[577874, 583451, 17353]",59,29
2027-05-02,1_0,Zona B1,V2027-05-02_C1_0_N1,5,15.51,"[11284, 14998, 403252, 16182, 404659]",73,23
2027-05-04,0_1,Zona A2,V2027-05-04_C0_1_N1,10,164.82,"[588380, 406140, 406043, 404543, 405656, 401059, 587132, 404567, 401486, 402377]",347,247
2027-05-06,0_3,Zona A4,V2027-05-06_C0_3_N1,7,96.94,"[558243, 585348, 558168, 557460, 585672, 586603, 587418]",215,145
2027-05-06,1_0,Zona B1,V2027-05-06_C1_0_N1,6,39.4,"[587775, 405546, 405670, 578626, 17792, 558127]",119,59
2027-05-07,1_0,Zona B1,V2027-05-07_C1_0_N1,6,37.7,"[405871, 401074, 585717, 586663, 585821, 405630]",117,57
2027-05-09,0_3,Zona A4,V2027-05-09_C0_3_N1,7,111.98,"[585702, 558137, 584811, 557797, 576512, 584697, 578223]",238,168
2027-05-11,1_0,Zona B1,V2027-05-11_C1_0_N1,5,18.0,"[400637, 12172, 583167, 587676, 586496]",77,27
2027-05-15,1_0,Zona B1,V2027-05-15_C1_0_N1,4,35.32,"[405804, 587045, 587019, 584243]",93,53
2027-05-16,1_0,Zona B1,V2027-05-16_C1_0_N1,3,17.11,"[15262, 576486, 584885]",56,26
2027-05-17,1_0,Zona B1,V2027-05-17_C1_0_N1,5,35.42,"[585473, 12692, 584948, 578750, 585547]",103,53
2027-05-19,0_1,Zona A2,V2027-05-19_C0_1_N1,5,135.84,"[587517, 16831, 403590, 406321, 584716]",254,204
2027-05-19,1_0,Zona B1,V2027-05-19_C1_0_N1,4,33.81,"[404862, 405943, 575358, 587790]",91,51
2027-05-20,1_0,Zona B1,V2027-05-20_C1_0_N1,5,27.05,"[401076, 405423, 400993, 578121, 400986]",91,41
2027-05-23,1_0,Zona B1,V2027-05-23_C1_0_N1,7,45.36,"[13570, 587799, 580188, 585038, 582157, 584134, 585377]",138,68
2027-05-24,1_0,Zona B1,V2027-05-24_C1_0_N1,3,21.11,"[15587, 584818, 586251]",62,32
2027-05-25,1_0,Zona B1,V2027-05-25_C1_0_N1,6,53.58,"[582766, 13394, 17264, 578037, 404191, 586776]",140,80
2027-05-28,1_0,Zona B1,V2027-05-28_C1_0_N1,6,34.75,"[586240, 588072, 579909, 584565, 584363, 588661]",112,52
2027-05-28,0_1,Zona A2,V2027-05-28_C0_1_N1,10,140.37,"[405940, 579979, 404869, 401949, 585934, 402841, 12992, 403522, 584127, 400393]",311,211
2027-05-30,1_0,Zona B1,V2027-05-30_C1_0_N1,5,33.88,"[403209, 401061, 15743, 588234, 576527]",101,51
2027-05-31,1_0,Zona B1,V2027-05-31_C1_0_N1,9,42.84,"[405547, 584504, 577823, 585343, 406237, 585840, 587035, 401200, 401692]",154,64
2027-06-07,1_0,Zona B1,V2027-06-07_C1_0_N1,6,30.23,"[11706, 405059, 15778, 405012, 584393, 588548]",105,45
2027-06-09,1_0,Zona B1,V2027-06-09_C1_0_N1,5,84.23,"[588656, 16100, 585375, 402587, 587983]",176,126
2027-06-12,1_0,Zona B1,V2027-06-12_C1_0_N1,4,17.51,"[400323, 587134, 405831, 401515]",66,26
2027-06-17,1_0,Zona B1,V2027-06-17_C1_0_N1,8,40.58,"[406256, 406477, 585340, 587084, 578388, 585984, 404870, 583740]",141,61
2027-06-19,1_1,Zona B2,V2027-06-19_C1_1_N1,8,159.44,"[588308, 402508, 582303, 17009, 405281, 400357, 577705, 557638]",319,239
2027-06-20,1_0,Zona B1,V2027-06-20_C1_0_N1,3,34.5,"[401715, 584059, 587325]",82,52
2027-06-21,1_0,Zona B1,V2027-06-21_C1_0_N1,3,11.86,"[404276, 405812, 404639]",48,18
2027-06-22,1_0,Zona B1,V2027-06-22_C1_0_N1,6,19.1,"[586529, 400944, 587355, 402296, 584353, 580318]",89,29
2027-06-25,1_0,Zona B1,V2027-06-25_C1_0_N1,7,30.84,"[405451, 401829, 15745, 405499, 15046, 578565, 402498]",116,46
2027-06-29,1_0,Zona B1,V2027-06-29_C1_0_N1,7,46.09,"[404426, 583213, 11770, 404768, 579802, 406239, 577452]",139,69
2027-07-01,0_0,Zona A1,V2027-07-01_C0_0_N1,8,106.07,"[557459, 557117, 587017, 554160, 557026, 552331, 557243, 585011]",239,159
2027-07-01,0_0,Zona A1,V2027-07-01_C0_0_N2,6,115.39,"[587873, 557697, 588362, 557674, 586674, 557753]",233,173
2027-07-04,1_0,Zona B1,V2027-07-04_C1_0_N1,9,63.65,"[587705, 585083, 17466, 404808, 406085, 10604, 15565, 584896, 557679]",185,95
2027-07-11,1_0,Zona B1,V2027-07-11_C1_0_N1,10,56.13,"[17338, 400705, 403511, 587398, 400356, 584622, 587452, 400474, 401615, 401533]",184,84
2027-07-14,0_3,Zona A4,V2027-07-14_C0_3_N1,10,126.31,"[584978, 557657, 583333, 558224, 583743, 581297, 584410, 585040, 557105, 557534]",289,189
2027-07-19,1_1,Zona B2,V2027-07-19_C1_1_N1,10,143.58,"[14187, 585079, 588649, 588075, 16185, 587095, 578110, 15269, 585391, 551552]",315,215
2027-07-21,1_0,Zona B1,V2027-07-21_C1_0_N1,9,36.94,"[15431, 14998, 14771, 13944, 401118, 577856, 588041, 400486, 16362]",145,55
2027-07-22,1_0,Zona B1,V2027-07-22_C1_0_N1,10,110.87,"[584344, 586733, 585717, 401045, 406515, 586898, 405630, 586314, 558205, 585603]",266,166
2027-07-27,2,Zona C,V2027-07-27_C2_N1,7,136.92,"[400980, 584043, 405261, 402859, 576261, 404773, 584847]",275,205
2027-08-01,1_0,Zona B1,V2027-08-01_C1_0_N1,8,51.59,"[11617, 404411, 403720, 579970, 405723, 17195, 12740, 403794]",157,77
2027-08-01,1_0,Zona B1,V2027-08-01_C1_0_N2,3,20.74,"[603830, 405040, 583451]",61,31
2027-08-03,1_0,Zona B1,V2027-08-03_C1_0_N1,10,58.62,"[403042, 11284, 403252, 576486, 585477, 13520, 405789, 585381, 16734, 403706]",188,88
2027-08-04,0_0,Zona A1,V2027-08-04_C0_0_N1,8,120.98,"[587016, 557216, 557812, 557442, 555932, 555339, 580265, 555436]",261,181
2027-08-04,0_0,Zona A1,V2027-08-04_C0_0_N2,3,88.62,"[588060, 581727, 557476]",163,133
2027-08-07,0_3,Zona A4,V2027-08-07_C0_3_N1,3,84.26,"[557223, 558131, 557354]",156,126
2027-08-12,0_3,Zona A4,V2027-08-12_C0_3_N1,5,95.47,"[585302, 578360, 583593, 558423, 557627]",193,143
2027-08-14,1_0,Zona B1,V2027-08-14_C1_0_N1,8,79.18,"[403662, 401074, 14342, 17264, 400498, 406287, 585377, 402750]",199,119
2027-08-14,1_0,Zona B1,V2027-08-14_C1_0_N2,4,33.51,"[578121, 587296, 584134, 582645]",90,50
2027-08-19,1_0,Zona B1,V2027-08-19_C1_0_N1,8,33.3,"[404862, 10515, 15262, 403445, 401093, 12079, 578649, 401437]",130,50
2027-08-22,0_1,Zona A2,V2027-08-22_C0_1_N1,8,115.13,"[401059, 585934, 401983, 403192, 576851, 16831, 10953, 12578]",253,173
2027-08-22,0_1,Zona A2,V2027-08-22_C0_1_N2,7,126.87,"[405941, 402249, 403905, 404196, 405466, 402832, 585979]",260,190
2027-08-23,1_0,Zona B1,V2027-08-23_C1_0_N1,5,29.69,"[585473, 403234, 584818, 586714, 588661]",95,45
2027-08-26,1_0,Zona B1,V2027-08-26_C1_0_N1,7,93.88,"[13571, 585017, 15743, 586496, 577727, 586938, 586776]",211,141
2027-09-05,1_0,Zona B1,V2027-09-05_C1_0_N1,8,43.76,"[579909, 400323, 11706, 404650, 16582, 583176, 588548, 404441]",146,66
2027-09-05,1_0,Zona B1,V2027-09-05_C1_0_N2,9,43.61,"[588835, 584913, 578037, 585343, 585046, 406237, 578750, 584393, 585547]",155,65
2027-09-14,0_1,Zona A2,V2027-09-14_C0_1_N1,8,130.94,"[405964, 16331, 402142, 402106, 401040, 402638, 582563, 403590]",276,196
2027-09-14,0_1,Zona A2,V2027-09-14_C0_1_N2,3,122.78,"[583539, 585919, 584716]",214,184
2027-09-14,1_3,Zona B4,V2027-09-14_C1_3_N1,5,99.11,"[401893, 577185, 403008, 582326, 404278]",199,149
2027-09-16,0_0,Zona A1,V2027-09-16_C0_0_N1,8,99.39,"[586937, 558175, 557994, 558072, 557444, 586591, 557446, 558076]",229,149
2027-09-17,1_0,Zona B1,V2027-09-17_C1_0_N1,8,26.33,"[15587, 401076, 582766, 582775, 405337, 405546, 401715, 404191]",119,39
2027-09-17,1_0,Zona B1,V2027-09-17_C1_0_N2,3,24.54,"[585403, 587775, 586251]",67,37
